objectid,title,description,orthography,orthography_tone,ipa,part_of_speech,semantic_domain,tone_melody,syllable_structure,phonation_type,english,spanish,speaker,notes,object_location,format,display_template
sikasivi-01,sikasìvǐ,whistle ,sikasivi,sikasìvǐ,[sʲkasìβǐ],verb (completive),Actions and activities,MMLR,CCVCVCV,modal,whistle ,silbar ,,,,,
sikasivi-02,síkasìvǐ,whistle ,sikasivi,síkasìvǐ,[sʲ́kàsìβǐ],verb (continuative),Actions and activities,HMLR,CCVCVCV,modal,whistle ,silbar ,,,,,
sikasivi-03,sìkàsívǐ,whistle ,sikasivi,sìkàsívǐ,[sʲ̀kàsíβǐ],verb (potential),Actions and activities,LLHR,CCVCVCV,modal,whistle ,silbar ,,,,,
siki-01,sìkì,funny,siki,sìkì,[sìkʲì],adjective,descriptions,LL,CVCV,pre-aspirated,funny,gracioso,,,objects/gracioso.wav,audio/wav,audio
sikuitsi-01,sikuitsi,potato ,sikuitsi,,[sikʷit͡si],noun,"food, drink, and cooking",,CVCVCV,modal,potato ,papa,NGC,,objects/papa.wav,audio/wav,audio
silantro-01,sīlántrò,cilantro,silantro,sīlántrò,[sīlántrò],noun,plants and trees,MHL,CVCVCCCV,modal,cilantro,cilantro,JGO,,,,
sisini-01,sìsìnì,eat breakfast ,sisini,sìsìnì,[sìsìnì],verb (completive),"food, drink, and cooking",LLL,CVCVCV,modal,eat breakfast ,desayunar ,,,,,
sisini-02,sísìnì,eat breakfast ,sisìnì,sísìnì,[sísìnì],verb (continuative),"food, drink, and cooking",HLL,CVCVCV,modal,eat breakfast ,desayunar ,,,,,
siso-01,siso,to boil,siso,siso,,,"food, drink, and cooking",,CVCV,,to boil,hervir,,,,,
sityi-yo-01,sityì'yǒ,boil ,sityì'yǒ,sityì'yǒ,[sʲt͡ʃǐˀjǒ],verb (potential),Actions and activities,MLR,CCV?CV,glottalized,boil ,hervir ,,,,,
sityi-yo-02,sìtyǐ'yǒ,boil ,sìtyǐ'yǒ,sìtyǐ'yǒ,[sʲ̀t͡ʃǐˀjǒ],verb (completive),Actions and activities,LRR,CCV?CV,glottalized,boil ,hervir ,,,,,
skuiya-01,skuíyà,Juxtlahuaca,skuiya,skuíyà,[skʷíjà],proper name,directions and locations,HL,CCVCV,modal,Juxtlahuaca,Juxtlahuaca,RDC,,objects/juxtlahuaca.wav,audio/wav,audio
smana-01,smána,week,smana,smána,[smána],noun,times and seasons,HM,CCVCV,modal,week,semana,,loan word,objects/semana.wav,audio/wav,audio
so-an-01,sò'ân,their ear,so'an,sò'ân,[sòˀã̂],noun,body parts and the body,LF,CV?V,glottalized,their ear,su oreja,LA,Said,objects/su_oreja.wav,audio/wav,audio
so-i-01,sò'ì,my ear,so'i,sò'ì,[sòˀì],noun,body parts and the body,LL,CV?V,glottalized,my ear,mi oreja,LA,Said,objects/mi_oreja.wav,audio/wav,audio
so-ma-01,so'mà,scorpion,so'ma,so'mà,[sōˀmà],noun,wild animals,ML,CV?CV,glottalized,scorpion,alacrán,RDC,,objects/alacran.wav,audio/wav,audio
so-o-01,so'ǒ,ear,so'o,so'ǒ,[sōˀǒ],noun,body parts and the body,MR,CV?V,glottalized,ear,oreja,,,objects/oreja.wav,audio/wav,audio
so-o-02,sò'o,ear,so'o,sò'o,[sòˀo],noun,body parts and the body,LM,CV?V,glottalized,ear,oreja,LA,Said,objects/oreja.wav,audio/wav,audio
so-o-03,só'o,deaf,so'o,só'o,[sóˀo],adjective,states of being,HM,CV?V,glottalized,deaf,sordo,NGC,,objects/sordo.wav,audio/wav,audio
so-un-01,sò'ǔn,your ear,so'un,sò'ǔn,[sòˀũ̌],noun,body parts and the body,LR,CV?V,glottalized,your ear,tu oreja,LA,Said,objects/tu_oreja.wav,audio/wav,audio
soko-01,sòkò,shoulder,soko,sòkò,[sòʰkò],noun,body parts and the body,LL,CVhCV,pre-aspirated,shoulder,hombro,NGC,compare with other 'hombro'?,objects/hombro.wav,audio/wav,audio
sokon-01,sokǒn,neck,sokon,sokǒn,[soʰkõ̌],noun,body parts and the body,MR,CVCVC,pre-aspirated,neck,cuello,LA,Said,objects/cuello.wav,audio/wav,audio
sokon-nta-a-01,sokǒn'nta'ǎ,wrist,sokon'nta'a,sokǒn'nta'ǎ,[soʰkõ̌ ⁿtaˀǎ],noun,body parts and the body,MR MR,CVhCVC?CV?V,multiple word types,wrist,muñeca,NGC,,objects/muñeca.wav,audio/wav,audio
sojo-01,sòjo,shell,sojo,sòjo,[sòʰo],noun,natural objects (non-living),LM,CVhV,aspirated,shell,cáscara,NGC,,objects/cáscara.wav,audio/wav,audio
soke-01,sòkě,our necks,soke,sòkě,[sòkě],verb (completive),body parts and the body,LR,CVCV,modal,our necks,nuestros cuellos,LA,Said,objects/nuestros_cuellos.wav,audio/wav,audio
sokin-01,sòkîn,my neck,sokin,sòkîn,[sòkĩ̂],verb (completive),body parts and the body,LF,CVCV,modal,my neck,mi cuello,LA,Said,objects/mi_cuello.wav,audio/wav,audio
soko-02,sòkò,shoulder,soko,sòkò,,noun,body parts and the body,,CVCV,,shoulder,hombro,,,,,
soko-ra-01,soko ra,him,soko ra,,,pronoun,people,,,modal,him,él,,,,,
sokuan-01,sòkuân,their neck (stranger),sokuan,sòkuân,[sòkʷã̂],verb (completive),body parts and the body,LF,CVCVV,modal,their neck (stranger),su cuello (desconocido),LA,Said,objects/su_cuello_(desconocido).wav,audio/wav,audio
sokun-01,sòkǔn,neck,sokun,sòkǔn,[sòkũ̌],verb (completive),body parts and the body,LR,CVCV,modal,neck,cuello,LA,Said,objects/cuello.wav,audio/wav,audio
sokun-02,sòkǔn,your neck,sokun,sòkǔn,[sòkũ̌],verb (completive),body parts and the body,LR,CVCV,modal,your neck,tu cuello,LA,Said,objects/tu_cuello.wav,audio/wav,audio
sokun-03,sókun,tall,sokun,sókun,[sókũ],adjective,descriptions,HM,CVCVC,pre-aspirated,tall,alto,,,objects/alto.wav,audio/wav,audio
sokun-xa-a-01,sòkǔn xà'ǎ,ankle joint,sokun xa'a,sòkǔn xà'ǎ,,noun,body parts and the body,,CVCV CV?V,glottalized,ankle joint,articulación del tobillo,NGC,Said,objects/articulacion_del_tobillo.wav,audio/wav,audio
sokuoxa-a-01,sòkuóxa'a,ankle,sokuoxa'a,sòkuóxa'a,[sòkʷó ʃaˀa],noun,body parts and the body,LH MM,CVCVCV?V,glottalized,ankle,tobillo,,,objects/tobilla.wav,audio/wav,audio
sono-01,sono,Caluhuala,sono,sono,[sono],proper name,directions and locations,MM,CVCV,modal,Caluhuala,Caluhuala,JGO,,objects/caluhuala.wav,audio/wav,audio
suku-01,suku,trip over,suku,suku,,,Actions and activities,,CVCV,,trip over,tropezar,,,,,
suxan-01,sùxàn,vomit (n),suxan,sùxàn,[sùʃàn],noun,life and health,LL,CVCVC,modal,vomit (n),vómito,,,,,
ta-ma-01,ta'mà,hilltop,ta'ma,ta'mà,[taˀmà],noun,directions and locations,ML,CV?CV,glottalized,hilltop,cima de la loma,,,,,
tama-01,ta’mà,hillside,ta’ma,ta’mà,[tāˀmã̀],noun,landscape and environment,ML,CV?CV,glottalized,hillside,ladera,,,objects/ladera.wav,audio/wav,audio
ta-vi-01,tà'ví,to break ,ta'vi,tà'ví,[tàˀβí],verb (completive),Actions and activities,LH,CV?CV,glottalized,to break ,romper ,NGC,,objects/romper_(comp).wav,audio/wav,audio
ta-vi-02,tá'ví,to break ,ta'vi,tá'ví,[táˀβí],verb (continuative),Actions and activities,HH,CV?CV,glottalized,to break ,romper ,NGC,,objects/romper_(cont).wav,audio/wav,audio
ta-vi-03,tà'ví,to break ,ta'vi,tà'ví,[tàˀβí],verb (potential),Actions and activities,LH,CV?CV,glottalized,to break ,romper ,NGC,,objects/romper_(pot).wav,audio/wav,audio
ta-vi-04,tá'vǐ,to shatter ,ta'vi,tá'vǐ,[táˀβǐ],verb (continuative),Actions and activities,HR,CV?CV,glottalized,to shatter ,romperse ,NGC,,objects/romperse_(cont).wav,audio/wav,audio
ta-vi-05,tā'vǐ,to shatter ,ta'vi,tā'vǐ,[tāˀβǐ],verb (potential),Actions and activities,MR,CV?CV,glottalized,to shatter ,romperse ,NGC,,objects/romperse_(pot).wav,audio/wav,audio
ta-vi-06,tá'vi,broken,ta'vi,tá'vi,[táˀβi],adjective,states of being,HM,CV?CV,glottalized,broken,quebrado,,,,,
taja-01,tàjâ,shaking,taja,tàjâ,[tàʰâ],noun,landscape and environment,LF,CVhV,aspirated,shaking,temblor,NGC,,objects/temblor.wav,audio/wav,audio
tajan-01,tájan,earthquake ,tajan,tájan,[táʰã],verb (continuative),landscape and environment,HM,CVhV,aspirated,earthquake ,terremoto,,,,,
tajan-02,tàjan,earthquake ,tajan,tàjan,[tàʰã],verb (completive),landscape and environment,LM,CVhV,aspirated,earthquake ,terremoto,,,,,
tati-01,tátì,my dad,tati,tátì,[táʰtì],noun,kin terms,HL,CVhCV,pre-aspirated,my dad,mi papá,,,objects/mi_papá.wav,audio/wav,audio
takayo-kwa-01,takayo'kwa,something as an example,takayo'kwa,,[takajoˀkʷa],noun,tools and implements,,CVCVCV?CV,glottalized,something as an example,una cosa de ejemplo,NGC,,,,
takue-e-01,tàkuè'è,injure ,takue'e,tàkuè'è,[tàkʷèˀè],verb (completive),Actions and activities,LLL,CVCV?V,glottalized,injure ,herir ,,,,,
takue-e-02,tákuè'è,injure ,takue'e,tákuè'è,[tákʷèˀè],verb (continuative),Actions and activities,HLL,CVCV?V,glottalized,injure ,herir ,,,,,
takue-e-03,takuè'è,injure ,takue'e,takuè'è,[takʷèˀè],verb (potential),Actions and activities,MLL,CVCV?V,glottalized,injure ,herir ,,,,,
tanta-a-01,tànta'ǎ,marry ,tanta'a,tànta'ǎ,[tàⁿtaˀǎ],verb (completive),Actions and activities,LMR,CVCV?V,glottalized,marry ,casarse ,,,,,
tanta-a-02,tánta'ǎ,marry ,tanta'a,tánta'ǎ,[táⁿtaˀǎ],verb (continuative),Actions and activities,HMR,CVCV?V,glottalized,marry ,casarse ,,,,,
tanta-a-03,tanta'ǎ,marry ,tanta'a,tanta'ǎ,[taⁿtaˀǎ],verb (potential),Actions and activities,MMR,CVCV?V,glottalized,marry ,casarse ,,,,,
tata-01,tátà,father/sir,tata,tátà,[táʰtà],noun,kin terms,HL,CVhCV,pre-aspirated,father/sir,padre/señor,,,objects/padre.wav,audio/wav,audio
tate-01,tátě,sir,tate,tátě,[táʰtě],noun,greetings and polite expressions,HR,CVhCV,pre-aspirated,sir,don,,same as senor below,objects/don.wav,audio/wav,audio
tatyi-kini-01,tàtyi kini,bad spirits,tatyi kini,tàtyi kini,[tàt͡ʃī kīnī],noun,other,LM MM,CVCV CVCV,modal,bad spirits,malos espiritus,RDC,,objects/malos_espiritus.wav,audio/wav,audio
tavako-01,tavákò,tobacco,tavako,tavákò,[taβákò],noun,plants and trees,MHL,CVCVCV,modal,tobacco,tobaco,RDC,,objects/tobaco.wav,audio/wav,audio
taxa-a-01,tàxǎ'á,dance ,taxa'a,tàxǎ'á,[tàʃǎˀá],verb (completive),Actions and activities,LRH,CVCV?V,glottalized,dance ,bailar ,,,,,
taxa-a-02,táxá'á,dance ,taxa'a,táxá'á,[táʃáˀá],verb (continuative),Actions and activities,HHH,CVCV?V,glottalized,dance ,bailar ,,,,,
taxa-a-03,taxá'á,dance ,taxa'a,taxá'á,[taʃáˀá],verb (potential),Actions and activities,MHH,CVCV?V,glottalized,dance ,bailar ,JGO,,,,
taxin-01,taxin,to give ,taxin,taxin,[taʰʃĩ],verb (potential),,MM,CVCV,pre-aspirated,to give ,dar ,,,,,
terminaa-01,termináà,to finish,terminaa,termináà,[teɾmináà],verb (completive),Actions and activities,MHL,CVCCVCVV,modal,to finish,terminar,JGO,,,,
tia-a-01,tia'a,chile plant,tia'a,,[tʲaˀa],noun,plants and trees,,CV?V,glottalized,chile plant,mata de chile ,,,objects/mata_de_chile.wav,audio/wav,audio
tiata-01,tiàtá,a type of oak tree,tiata,tiàtá,[tʲàʰtá],noun,plants and trees,LH,CVhCV,pre-aspirated,a type of oak tree,tipo de árbol de roble,,,objects/un_tipo_de_árbol_de_roble.wav,audio/wav,audio
tiojo-01,tiojǒ,reed,tiojo,tiojǒ,[tʲoʰǒ],noun,plants and trees,MR,CVhV,aspirated,reed,carrizo,NGC,,objects/carrizo.wav,audio/wav,audio
tivi-01,tívi,early,tivi,tívi,[tívī],adjective,descriptions,HM,CVCV,modal,early,temprano,,,,,
to-o-01,tǒ'o,kind,to'o,tǒ'o,[tǒˀo],adjective,descriptions,RM,CV?V,glottalized,kind,amable,,,objects/amable.wav,audio/wav,audio
toko-01,tòkǒ,waist,toko,tòkǒ,[tòʰkǒ],noun,body parts and the body,LR,CVCV,pre-aspirated,waist,cintura,NGC,,objects/cintura.wav,audio/wav,audio
tokan-01,tokân,their hip (stranger),tokan,tokân,[tokã̂],noun,body parts and the body,MF,CVCV,modal,their hip (stranger),su cadera (desconocido),LA,Said,objects/su_cadera.wav,audio/wav,audio
toke-01,tokě,our hips,toke,tokě,[tokě],noun,body parts and the body,MR,CVCV,modal,our hips,nuestras caderas,LA,Said,objects/nuestras_caderas.wav,audio/wav,audio
toki-01,tokî,my hip,toki,tokî,[tokî],noun,body parts and the body,MF,CVCV,modal,my hip,mi cadera,LA,Said,objects/mi_cadera.wav,audio/wav,audio
toko-02,tokǒ,hip,toko,tokǒ,[tokǒ],noun,body parts and the body,MR,CVCV,modal,hip,cadera,LA,Said,objects/cadera.wav,audio/wav,audio
tokun-01,tokǔn,your hip,tokun,tokǔn,[tokũ̌],noun,body parts and the body,MR,CVCV,modal,your hip,tu cadera,LA,Said,objects/tu_cadera.wav,audio/wav,audio
ton-mansana-01,ton mansana,apple tree,ton mansana,,[tõ mansana],noun,plants and trees,,CV CVCCVCV,modal,apple tree,árbol de manzana,NGC,https://youtu.be/vSnUpiQcp0s?si=tH6UMm4SV0QLnfJI&t=378 6:18-6:19,objects/árbol_de_manzana.wav,audio/wav,audio
ton-tsiijka-01,ton tsiijka,plantain tree,ton tsiijka,,[tõ ͡tsʲiʰka],noun,plants and trees,,CV CVhCV,pre-aspirated,plantain tree,árbol de plátanos,NGC,https://youtu.be/vSnUpiQcp0s?si=QWEE4I0VfDIuUto3&t=544 9:04-9:05,objects/árbol_de_plátanos.wav,audio/wav,audio
tono-01,tôñó,spinal tree?,toño,tôñó,[tôɲó],noun,plants and trees,FH,CVCV,modal,spinal tree?,árbol de espinal,JGO,,objects/árbol_de_espinal.wav,audio/wav,audio
tontsie-e-01,tontsie'e,,tontsie'e,,[toⁿ͡tsʲeˀe],noun,plants and trees,,CVCV?V,glottalized,,arbolito de duras,NGC,https://youtu.be/WetShLb64Mg?si=o0BksGEudJC6HC1c&t=38 0:38-0:40,objects/arbolita_de_duras.wav,audio/wav,audio
tontsiikwantsiikiin-01,tontsiikwantsiikiin,guava tree,tontsiikwantsiikiin,,[toⁿ͡tsʲikʷaⁿ͡tsʲikĩ],noun,plants and trees,,CVCVCVCVCV,modal,guava tree,árbol de guayaba,NGC,,objects/árbol_de_guayaba.wav,audio/wav,audio
tontsika-01,tontsika,banana tree plant,tontsika,tontsika,[toⁿt͡sika],noun,plants and trees,,CVCVCV,modal,banana tree plant,planta de árbolito de plátano,,,objects/planta_de_árbolito_de_plátano.wav,audio/wav,audio
toso-01,toso,hunchback,toso,toso,[tōsō],adjective,descriptions,MM,CVCV,modal,hunchback,jorobado,,,,,
tote-01,tote,firewood,tote,,,noun,,,,,firewood,leña,,,,,
totin-01,totin,firewood,totin,,,noun,,,,,firewood,leña,,,,,
totun-01,totǔn,firewood,totun,totǔn,[totũ̌],noun,natural objects (non-living),MR,CVCV,modal,firewood,leña,,,objects/leña.wav,audio/wav,audio
totyinto-01,totyinto,,totyinto,,[tot͡ʃiⁿto],,,,CVCVCV,modal,,,,,,,
totyoma-01,totyoma,,totyoma,,[tot͡ʃoma],,,,CVCVCV,modal,,,,,,,
tsi-e-ka-a-01,tsi'e ka'à,hips,tsi'e ka'a,tsi'e ka'à,[t͡sʲˀe kaˀà],noun,body parts and the body,M ML,C?V CV?V,glottalized,hips,cadera,NGC,,objects/cadera.wav,audio/wav,audio
tsia-01,tsia,then,tsia,tsia,͡tsʲa,adverb,other,M,CV,modal,then,entonces,JGO,,,,
tsia-a-01,tsià'á,sauce,tsia'a,tsià'á,[t͡sʲàˀá],noun,"food, drink, and cooking",LH,CV?V,glottalized,sauce,salsa,NGC,,objects/salsa.wav,audio/wav,audio
tsia-a-02,tsiǎ'à,jug,tsia'a,tsiǎ'à,[t͡sʲǎˀà],noun,tools and implements,RL,CV?V,glottalized,jug,cántaro/garafón,JGO,,objects/garafon.wav,audio/wav,audio
tsia-a-ntakua-01,tsià'á ntākuà,bedbug,tsia'a ntakua,tsià'á ntākuà,[͡tsʲàˀá ⁿtākʷà],noun,wild animals,LH ML,CV?V CVCV,multiple word types,bedbug,chinche,JGO,,,,
tsia-a-so-o-01,tsià'á só'ō,gray bedbug,tsia'a so'o,tsià'á só'ō,[͡tsʲàˀá sóˀō],noun,wild animals,LH HM,CV?V CV?V,glottalized,gray bedbug,chinche gris,JGO,,,,
tsia-an-01,tsià'àn,the spleen,tsia'an,tsià'àn,,noun,body parts and the body,,,,the spleen,el bazo,,,,,
tsia-an-02,tsiá'án,dirty,tsia'an,tsiá'án,[t͡sʲáˀán],adjective,descriptions,HH,CV?VC,glottalized,dirty,sucio,,,objects/sucio.wav,audio/wav,audio
tsia-ni-01,tsia'nì,group,tsia'ni,tsia'nì,[t͡sʲaˀnì],noun,states of being,ML,CV?CV,glottalized,group,grupo,NGC,,objects/grupo.wav,audio/wav,audio
tsia-yi-01,tsia'yǐ,rot ,tsia'yi,tsia'yǐ,[t͡sʲaˀjǐ],verb (potential),Actions and activities,MR,CCV?CV,glottalized,rot ,pudrir ,,,,,
tsia-yi-02,tsia'yi,rotten,tsia'yi,,[͡tsʲaˀji],adjective,"food, drink, and cooking",,CV?CV,glottalized,rotten,podrido,NGC,,objects/podrido.wav,audio/wav,audio
tsia-yi-lo-o-01,tsia'yi lo'o,a little rotten,tsia'yi lo'o,,[tsʲaˀji loˀo],adjective,"food, drink, and cooking",,CV?CV CV?V,glottalized,a little rotten,un poco podrido,NGC,,objects/un_poco_podrido.wav,audio/wav,audio
tsiaa-01,tsiàa,prepare/make ,tsiaa,tsiàa,[t͡sʲàa],verb (completive),Actions and activities,LM,CCVV,modal,prepare/make ,preparar ,,,,,
tsiaa-02,tsiáa,prepare/make ,tsiaa,tsiáa,[t͡sʲáa],verb (continuative),Actions and activities,HM,CCVV,modal,prepare/make ,preparar ,,,,,
tsiaa-03,tsiaa,prepare/make ,tsiaa,tsiaa,[t͡sʲaa],verb (potential),Actions and activities,MM,CCVV,modal,prepare/make ,preparar ,,,,,
tsiaa-04,tsiáá,forehead,tsiaa,tsiáá,[t͡sʲáá],noun,body parts and the body,HH,CVV,modal,forehead,frente,NGC,CP?,objects/frente.wav,audio/wav,audio
tsiaa-05,tsiaa,clothing,tsiaa,,[͡tsʲaa],noun,clothing and cloth objects,,CVV,modal,clothing,ropa,NGC,,objects/ropa.wav,audio/wav,audio
tsiaka-01,tsiaká,fish,tsiaka,tsiaká,͡[tsʲaʰká],noun,wild animals,,CVhCV,pre-aspirated,fish,pez,NGC,,objects/pez.wav,audio/wav,audio
tsiaku-01,tsiáku,alive,tsiaku,tsiáku,[͡tsīákū],adjective,life and health,MHM,CVVCV,modal,alive,vivo,,,,,
tsiaku-02,tsiáku,survive ,tsiaku,tsiáku,[t͡sʲáku],verb (continuative),life and health,HM,CVC,modal,survive ,sobrevivir,,,,,
tsiaku-vi-01,tsiákù vì,i'm alive/i survived,tsiaku vi,tsiákù vì,,,states of being,,,,i'm alive/i survived,estoy vivo/sobreviví,,,,,
tsianu-01,tsiáñu,narrow,tsianu,tsiáñu,[t͡sʲáɲū],adjective,descriptions,MHM,CVCV,modal,narrow,estrecho,,,objects/estrecho.wav,audio/wav,audio
tsiatsian-01,tsiàtsiàn,stuttering,tsiatsian,tsiàtsiàn,[tsʲàtsʲã] (?),adjective,descriptions,LL,CCVCCV,modal,stuttering,tartamudeo,,,,,
tsiayi-01,tsiayi,chair,tsiayi,,[͡tsʲaji],noun,tools and implements,,CVCV,modal,chair,silla,NGC,,objects/silla.wav,audio/wav,audio
tsiayi-lo-o-01,tsiayi lo'o,small chair,tsiayi lo'o,,[tsʲaji loˀo],noun,tools and implements,,CVCVCV?V,glottalized,small chair,silla pequeña,NGC,,objects/silla_pequeña.wav,audio/wav,audio
tsie-e-01,tsié'e,hard,tsie'e,tsié'e,[t͡sʲéˀe],adjective,states of being,HM,CV?V,glottalized,hard,duro,NGC,,objects/duro.wav,audio/wav,audio
tsie-e-ntsiivi-01,tsiè'é ntsiìvi,compare with 'eggshell',tsie'e ntsiivi,tsiè'é ntsiìvi,[t͡sʲèˀé ⁿt͡sʲìβī],noun,natural objects (non-living),LH LM,CV?V CVCV,glottalized,compare with 'eggshell',cáscara de huevo,JGO,"compare with ""egg""",objects/cáscara_de_huevo.wav,audio/wav,audio
tsii-kitsixi-yo-o-01,tsíí kitsíxi yo'ò,to herd,tsii kitsixi yo'o,tsíí kitsíxi yo'ò,[t͡síí kit͡síʃi yoˀò],verb,farming,HH MHM ML,CVV CVCVCV CV?V,glottalized,to herd,arrear,,,objects/arrear.wav,audio/wav,audio
tsii-so-ma-01,tsiì sō'mà,scorpion,tsii so'ma,tsiì sō'mà,[͡tsʲì sōˀmà],noun,wild animals,L ML,CV CV?CV,multiple word types,scorpion,alacrán ,JGO,,,,
tsii-i-01,tsii'í,ground squirrel,tsii'i,tsii'í,[͡tsʲiˀí],noun,wild animals,MH,CV?V,glottalized,ground squirrel,ardilla de la tierra ,NGC,,objects/ardilla_de_la_tierra.wav,audio/wav,audio
tsii-in-01,tsiì'ín,small skunk,tsii'in,tsiì'ín,[͡tsʲìˀĩ́],noun,wild animals,LH,CV?V,glottalized,small skunk,zorillo chiquito,JGO,,,,
tsiieyu-ori-01,tsiieyu ori,beak,tsiieyu ori,,[͡tsʲieju ori],noun,body parts and the body,,CVVCV VCV,modal,beak,pico,NGC,,objects/pico.wav,audio/wav,audio
tsiii-01,tsiìí,mouse,tsiii,tsiìí,[͡tsʲìí],noun,wild animals,LH,CVV,modal,mouse,ratón,NGC,,objects/ratón.wav,audio/wav,audio
tsiikantsiiji-01,tsiikantsiiji,sun,tsiikantsiiji,,[͡tsʲikaⁿ͡tsʲiʰi],noun,natural objects (non-living),,CVCVCVhV,aspirated,sun,sol,NGC,,,,
tsiikantsiiji-kuaan-01,tsiikantsiiji kuaan,yellow sun,tsiikantsiiji kuaan,,[͡tsʲikaⁿ͡tsʲiʰi kʷãã],noun,natural objects (non-living),,CVCVCVhV CVV,aspirated,yellow sun,sol amarillo,NGC,,,,
tsiikatia-01,tsiikatia,circle,tsiikatia,,[͡tsʲika͡tsʲa],noun,descriptions,,CVCVCV,modal,circle,círculo,NGC,,objects/círculo.wav,audio/wav,audio
tsiikava-01,tsiìkāvá,plum,tsiikava,tsiìkāvá,[͡tsʲìkāβá],noun,"food, drink, and cooking",LMH,CVCVCV,modal,plum,ciruela,JGO,,,,
tsiikojo-01,tsiikojo,,tsiikojo,,[͡tsʲikoʰo],,,,CVCVhV,aspirated,,,,,,,
tsiikoya-01,tsikòyá,flea,tsiikoya,tsikòyá,[t͡sʲkòjá],noun,wild animals,LH,CCVCV,modal,flea,pulga ,,,objects/pulga.wav,audio/wav,audio
tsiiku-01,tsiiku,alive,tsiiku,tsiiku,,adjective,states of being,,CVVCV,,alive,vivo,,,,,
tsiikuxi-01,tsiìkuxí,worm,tsiikuxi,tsiìkuxí,[t͡sʲìkūʃí],noun,wild animals,LMH,CVCVCV,modal,worm,gusano,,,objects/gusano.wav,audio/wav,audio
tsiikuxi-itun-01,tsiìkūxí itǔn,edible worm,tsiikuxi itun,tsiìkūxí itǔn,[͡tsʲìkūʃí ītũ̌],noun,wild animals,LMH MR,CVCVCV VCV,modal,edible worm,gusano comestible del árbol,JGO,,,,
tsiin-01,tsìin,grab/drive ,tsiin,tsìin,[t͡sʲ̀ĩ],verb (completive),Actions and activities,LM,CV,modal,grab/drive ,llevar ,,,,,
tsiin-02,tsíin,grab/drive ,tsiin,tsíin,[t͡sʲ́ĩ],verb (continuative),Actions and activities,HM,CV,modal,grab/drive ,llevar ,,,,,
tsiin-03,tsiin,grab/drive ,tsiin,tsiin,[t͡sʲĩ],verb (potential),Actions and activities,MM,CV,modal,grab/drive ,llevar ,,,,,
tsiin-04,tsìín,mouse,tsìín,tsìín,,noun,wild animals,,CVV,modal,mouse,ratón,RDC,Said [unresolved media reference: '???'],,,
tsiin-na-nu-01,tsìín ná'nù,rat 1,tsiin na'nu,tsìín ná'nù,[t͡sìĩ́ náˀnù],,,LH HL,CVV CV?CV,glottalized,rat 1,rata 1,RDC,,objects/rata_1.wav,audio/wav,audio
tsiin-na-un-01,tsìín ná'un,rat,tsiin na'un,tsìín ná'un,,noun,wild animals,,CVV CV?V,glottalized,rat,rata,RDC,Said,objects/rata_2.wav,audio/wav,audio
